ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
3685,57,31,51,92093,4,1.7,2,103,0,0,0,1,0
3662,29,4,120,94553,1,4.1,2,0,1,1,1,0,1
531,54,30,21,91706,2,0.2,1,0,0,0,0,0,1
1887,65,41,115,94105,4,1.7,2,0,0,0,0,0,0
682,34,9,164,94720,1,6.0,3,0,1,0,0,1,0
3795,52,27,39,92612,4,0.2,2,0,0,1,0,1,0
3945,56,26,62,91320,3,1.4,3,0,0,0,0,1,0
4667,34,9,72,94555,3,2.3,1,124,0,0,0,0,0
2019,63,39,160,90089,2,2.1,1,0,0,0,0,1,1
1097,43,18,29,90245,1,0.3,3,0,0,0,0,1,0
830,55,30,81,90254,4,3.8,2,0,0,0,0,1,0
2806,37,12,182,94523,3,5.8,3,0,1,0,0,1,0
3830,65,39,44,92038,1,0.5,3,0,0,0,0,1,1
4382,33,8,39,94542,4,0.8,1,0,0,0,0,1,0
3892,65,40,63,94701,3,0.5,2,0,0,0,0,1,0
765,37,13,89,95051,2,1.7,2,314,0,0,0,0,1
2768,48,24,59,90401,1,0.0,1,144,0,0,0,1,0
4329,64,38,143,95039,2,6.4,3,0,1,1,1,1,0
3296,42,16,141,94960,3,4.0,2,0,1,0,0,0,0
2195,34,9,123,94553,1,1.6,2,0,1,0,0,1,0
2358,44,19,34,95005,4,0.0,2,0,0,0,0,0,0
3426,23,-1,12,91605,4,1.0,1,90,0,0,0,1,0
3980,38,14,90,93010,2,0.0,1,258,0,1,1,1,1
912,47,21,68,94538,4,2.6,3,0,0,0,0,0,0
3146,34,10,114,94305,3,3.3,3,0,1,0,0,0,0
1000,60,35,18,92120,1,1.5,2,0,0,0,0,1,1
3654,52,27,32,92521,2,2.0,2,0,0,0,0,0,1
2484,44,18,68,93943,4,2.9,1,0,0,1,0,0,0
4077,49,23,22,92220,1,0.3,3,0,0,0,0,0,0
2371,33,7,51,94040,4,2.1,3,0,0,0,0,0,1
4839,56,30,44,91330,4,2.5,1,0,0,0,0,0,1
34,30,6,18,91330,3,0.9,3,0,0,0,0,0,0
3790,51,27,24,94301,3,0.4,1,0,0,0,0,1,1
1021,54,29,29,90071,1,1.5,2,97,0,0,0,1,0
1648,35,5,68,90509,4,1.8,3,0,0,0,0,0,0
734,49,24,80,92009,1,1.2,1,0,0,0,0,1,0
4583,25,-1,69,92691,3,0.3,3,0,0,0,0,1,0
3275,31,5,110,92123,2,1.5,3,0,0,0,0,1,0
1621,39,14,22,94035,2,0.3,2,0,0,0,0,1,0
3136,25,0,91,95039,2,1.8,2,321,0,0,0,0,0
2690,40,16,104,91730,1,3.4,1,249,0,0,0,0,0
2708,35,9,131,90089,3,0.3,3,0,1,0,1,1,1
298,55,25,70,93720,3,1.4,3,0,0,0,0,1,0
2340,56,31,72,90095,3,2.0,2,0,0,0,0,0,0
654,49,23,78,92691,2,2.4,2,205,0,0,0,0,1
3775,51,26,52,92521,4,1.8,3,0,0,0,0,1,0
1256,27,1,80,95354,2,1.6,3,185,0,0,0,1,1
4521,32,7,41,94706,4,2.0,2,0,0,0,0,0,0
231,47,22,92,94720,1,2.8,2,0,0,0,0,1,0
3277,55,31,159,92123,1,3.9,3,0,1,0,0,0,0
3231,65,40,48,94708,3,2.4,1,0,0,0,0,0,1
692,45,18,48,90025,3,2.5,2,113,0,0,0,1,1
2755,26,1,61,93943,4,2.2,1,119,0,0,0,0,0
4864,61,35,25,91768,1,0.8,2,142,0,0,0,1,0
970,41,15,58,94704,3,0.5,3,0,0,0,0,1,0
634,61,31,18,94583,1,1.5,3,0,0,0,0,1,1
4093,40,15,171,94539,2,3.3,1,0,0,0,0,1,0
4078,26,0,71,92093,4,1.8,2,0,0,1,0,1,0
1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0
1832,47,22,30,94118,4,0.4,2,115,0,0,0,1,1
2179,37,13,158,93943,2,2.3,2,0,1,0,1,1,1
1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0
1783,37,11,60,95825,2,2.8,1,181,0,0,0,0,1
4716,65,39,35,92009,1,0.5,3,150,0,0,0,1,0
4702,42,16,49,90034,1,2.8,1,0,0,0,0,0,0
4119,40,16,34,93561,1,0.7,1,0,0,0,0,1,1
1653,48,18,182,92626,4,6.0,3,0,1,0,0,1,0
1484,58,32,63,92717,1,1.6,1,0,0,1,0,1,0
2276,40,16,115,94305,1,3.4,1,0,0,0,0,1,0
878,35,11,59,95123,4,0.1,2,0,0,0,0,0,0
3526,59,34,13,96651,4,0.9,2,0,0,0,0,0,0
2017,41,17,93,92835,4,0.8,1,218,0,0,0,0,0
427,42,18,75,92182,3,2.333333333333333,1,0,0,0,0,0,1
627,30,6,42,94305,1,0.2,3,100,0,0,0,0,1
1590,57,32,124,90049,1,0.2,2,0,1,0,0,1,0
2224,53,28,74,91711,3,2.0,2,0,0,1,0,0,0
2218,48,24,162,91355,4,3.3,2,446,1,0,1,1,0
4484,54,28,155,90095,1,1.0,1,256,0,0,0,1,1
1486,34,9,99,90245,4,2.2,2,155,0,0,0,1,0
1740,33,7,83,95211,1,2.5,1,0,0,1,1,1,1
2481,39,13,50,91768,2,2.4,2,0,0,0,0,0,0
2585,59,34,114,94606,3,4.2,2,0,1,0,0,1,0
2894,38,14,70,94022,4,2.0,3,0,0,0,0,1,0
150,48,22,42,93955,3,2.2,2,0,0,0,0,0,0
677,47,23,11,94063,1,0.9,3,103,0,0,0,0,1
1262,63,39,84,94901,1,1.8,3,0,0,0,0,0,0
4918,36,10,33,95616,4,1.2,2,82,0,1,0,1,0
13,48,23,114,93106,2,3.8,3,0,0,1,0,0,0
1834,34,9,178,94303,1,0.8,3,0,1,0,0,0,0
3249,31,6,92,92037,2,3.3,1,0,0,0,0,0,0
1492,38,12,38,94553,2,0.3,1,0,0,0,0,1,1
2728,45,19,69,90840,1,2.8,1,220,0,0,0,1,1
3687,60,35,122,92521,1,1.3,1,0,0,0,0,0,0
1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0
4606,48,22,42,94611,1,1.2,2,0,0,0,0,0,0
4596,32,7,101,90232,4,2.2,2,0,0,0,0,1,0
732,28,3,90,90066,2,3.3,1,0,0,0,0,1,1
1232,66,41,144,94306,1,2.5,1,0,0,1,1,1,1
1635,59,34,18,95814,3,1.3,2,104,0,0,1,1,1
3937,43,18,63,95616,3,0.8,3,0,0,1,0,0,0
1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0
3269,43,17,111,91423,4,5.4,3,0,1,0,0,1,0
1935,44,20,69,95814,1,0.8,3,0,0,0,0,1,1
554,52,28,101,91330,2,0.3,1,0,0,0,0,0,0
492,42,18,34,92115,4,0.3,1,104,0,1,0,1,0
2963,23,-2,81,91711,2,1.8,2,0,0,0,0,0,0
2330,30,4,39,94022,1,1.5,1,0,0,0,0,1,0
2196,51,27,33,92037,4,0.2,1,83,0,0,0,1,0
3065,59,33,83,94701,3,4.4,1,0,0,0,0,1,0
658,38,8,23,95207,1,0.6666666666666666,3,0,0,0,0,0,0
2375,32,5,41,92008,2,1.0,2,112,0,1,0,1,0
2226,54,24,25,90505,4,0.4,3,115,0,0,0,0,0
4265,57,31,40,94304,2,0.3,1,0,0,1,1,1,1
1171,35,10,104,91320,3,0.6,2,0,0,0,0,0,1
133,31,1,51,90840,2,1.75,3,0,0,0,0,0,0
472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1
3226,52,28,38,95064,4,0.9,2,0,0,0,0,0,1
1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1
2877,24,-2,80,91107,2,1.6,3,238,0,0,0,0,0
4505,27,1,41,93023,4,1.8,3,147,0,0,0,0,0
4693,59,35,32,92064,3,0.4,2,0,0,0,0,0,1
2827,37,11,21,94604,3,0.2,2,0,0,0,0,1,0
288,37,12,62,92110,3,0.7,2,0,0,0,0,0,1
1870,55,30,44,94025,2,2.0,2,0,0,0,0,1,0
3115,29,4,55,90024,4,2.0,2,0,0,1,0,1,0
3626,47,21,71,92037,4,2.9,1,0,0,0,0,1,0
2313,48,22,83,91345,2,2.4,2,0,0,0,0,1,0
4924,40,15,73,92029,3,3.0,1,0,0,0,0,1,1
1619,29,3,29,94720,3,1.0,1,0,0,0,0,1,1
995,32,8,42,90650,1,1.8,2,0,0,0,0,0,0
1804,58,32,59,94542,1,1.6,1,0,0,0,0,1,0
2643,54,29,81,92096,2,0.0,3,0,0,0,0,1,0
4803,35,11,58,91330,3,2.8,1,0,0,0,0,1,0
3536,52,27,65,92104,1,1.2,1,0,0,0,0,1,1
4832,30,6,42,91711,1,2.1,3,144,0,0,0,0,1
3912,52,26,44,94025,2,0.8,3,148,0,0,0,0,1
2108,41,17,85,90291,4,0.2,3,229,0,0,0,0,0
3045,41,16,15,94124,2,0.3,2,83,0,0,0,0,0
417,40,15,85,94304,2,0.4,1,0,0,0,0,1,0
978,54,30,45,95134,4,1.1,2,205,0,0,0,1,0
2418,25,0,53,90095,2,1.6,3,0,0,0,0,1,1
506,36,12,69,94305,3,3.1,2,0,1,0,0,1,0
4153,44,18,91,91361,2,0.8,3,0,0,0,0,1,0
4256,59,35,78,90095,2,2.8,1,0,0,0,0,1,0
3942,57,33,79,94588,1,2.7,2,294,0,0,0,1,1
415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1
4149,46,22,80,95747,4,2.0,3,0,0,0,0,1,0
1184,50,25,35,94105,3,1.7,2,0,0,0,0,1,1
486,60,34,15,95014,1,0.8,2,0,0,0,0,1,0
894,58,32,43,93943,3,1.4,1,0,0,0,0,0,1
806,55,29,132,95758,3,5.9,2,307,1,0,0,0,0
556,34,8,35,92037,4,0.8,1,137,0,0,1,1,1
3826,30,6,69,94305,4,3.4,1,188,0,0,0,0,1
1198,48,23,8,92866,1,0.4,3,0,0,0,0,0,1
4254,54,28,61,90601,3,3.0,2,0,0,0,0,1,1
4059,39,15,65,92037,1,1.5,3,0,0,0,0,0,0
1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1
2222,59,33,73,92056,2,1.7,3,0,0,0,0,1,1
3505,46,20,15,95370,4,0.6,3,0,0,1,0,1,0
3655,53,28,61,94061,4,0.9,1,177,0,0,0,0,0
4759,46,21,40,90045,1,0.3,1,116,0,0,0,0,0
3007,62,37,169,95014,3,5.0,2,184,1,0,1,1,1
2094,48,23,75,94111,4,3.6,3,0,0,0,0,1,1
2188,54,30,40,90024,2,1.0,3,0,0,0,0,0,0
3037,33,9,14,91320,4,0.7,2,105,0,0,0,1,0
3919,60,34,65,90024,4,1.7,2,0,0,1,0,1,0
1273,64,39,83,95616,3,1.8,2,0,0,0,0,1,0
291,51,25,80,92373,1,4.9,1,0,0,0,0,0,0
4828,30,6,181,91203,1,4.3,1,230,0,0,0,1,0
253,65,40,53,91711,3,2.2,1,0,0,0,0,0,1
3246,47,22,81,90009,4,3.6,3,0,0,0,0,1,1
351,39,14,113,94301,1,1.0,3,0,0,1,0,1,0
1188,61,36,24,94309,1,1.5,2,87,0,1,0,0,0
1962,52,26,114,94304,1,4.9,1,0,0,0,0,0,0
423,46,20,145,91380,2,6.3,1,0,0,1,1,1,0
91,55,30,118,90277,4,5.6,2,0,1,0,0,1,0
3730,43,17,82,94040,3,0.1,1,0,0,0,0,1,0
2237,51,24,23,95616,1,0.5,2,0,0,0,0,1,0
671,23,-1,61,92374,4,2.6,1,239,0,0,0,1,0
3041,28,2,33,95814,3,1.0,1,167,0,0,0,1,0
27,40,16,83,95064,4,0.2,3,0,0,0,0,0,0
430,37,13,78,94998,4,0.1,2,0,0,0,0,1,0
684,40,16,82,91311,1,3.6,2,0,0,0,0,0,0
4464,39,13,69,94123,3,0.1,1,0,0,0,0,0,0
3946,29,3,123,92821,3,5.6,3,428,1,0,0,1,0
3524,29,4,150,91302,1,0.8,1,0,0,0,0,0,1
1542,61,35,154,92704,2,6.9,1,0,0,0,0,0,0
2032,60,35,80,94608,3,0.5,1,0,0,0,0,1,0
2233,59,33,140,95035,2,0.5,1,262,0,0,0,1,0
4121,49,23,23,94080,1,1.4,3,0,0,0,0,0,0
3236,60,35,39,91711,2,1.6,3,0,0,0,0,1,0
255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0
1030,41,17,20,94720,1,1.4,3,0,0,0,0,1,0
4393,52,27,81,92634,4,3.8,2,0,0,0,0,0,0
3801,64,38,35,93955,1,0.5,3,0,0,0,0,1,0
4311,65,41,170,94143,4,6.1,2,0,1,0,1,1,1
2510,36,11,8,93401,4,0.2,3,81,0,0,0,0,1
2293,57,33,170,95051,2,2.1,2,0,1,0,0,0,0
1324,52,26,45,91604,3,0.6,2,0,0,0,0,0,0
1551,40,14,39,93117,1,2.0,1,0,0,0,0,1,0
4648,59,35,43,95616,4,1.3,1,0,0,0,0,1,0
316,24,-2,51,90630,3,0.3,3,0,0,0,0,1,0
1243,29,4,44,91380,4,2.0,2,0,0,0,0,1,0
2451,32,7,28,90034,4,1.1,3,0,0,0,0,0,0
1579,38,13,12,94143,2,0.3,2,104,0,1,0,1,0
4626,45,21,102,92037,4,4.7,2,81,1,0,0,0,0
3117,36,10,21,92008,3,0.1,2,0,0,0,0,0,1
70,53,29,20,90045,4,0.2,1,0,0,0,0,1,0
860,63,37,124,92182,3,5.0,2,170,1,0,0,0,0
2754,54,27,195,93117,2,4.75,2,477,1,0,0,0,0
1633,31,5,93,95032,2,3.1,2,0,1,0,0,1,0
1651,31,6,83,92131,4,2.2,2,106,0,0,0,1,0
3861,31,6,64,92121,2,0.1,1,0,0,0,0,1,1
3107,36,10,21,92084,3,0.1,2,0,0,0,0,0,0
1075,39,14,75,95762,3,3.0,1,0,0,0,0,0,1
4002,61,35,81,94709,4,1.9,2,0,0,0,0,0,0
788,45,15,202,91380,3,10.0,3,0,1,0,0,0,0
2606,64,40,41,94305,4,1.2,2,0,0,0,0,1,0
3631,41,16,79,95020,1,4.0,3,225,0,0,0,1,0
2122,41,17,38,92182,4,2.2,2,180,0,0,0,0,1
1875,37,11,82,95819,3,0.9,2,218,0,0,0,1,1
812,63,33,52,94720,4,1.6666666666666667,3,0,0,0,0,0,0
388,31,5,82,95482,4,1.8,2,0,0,0,0,1,0
2883,55,31,69,90089,1,2.7,2,0,0,1,0,0,1
1176,29,4,58,91006,1,0.8,2,0,0,0,0,1,1
3198,34,10,29,93555,1,1.5,2,0,0,0,0,1,0
2624,42,17,111,94304,3,3.0,1,0,1,1,1,0,1
1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1
411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1
4213,50,23,9,94109,1,0.5,2,98,0,0,0,1,0
110,43,17,49,94542,1,2.8,1,0,0,0,0,1,0
4996,29,3,40,92697,1,1.9,3,0,0,0,0,1,0
3430,39,14,28,91320,2,1.4,2,108,0,0,0,0,1
2810,42,16,185,94705,3,2.2,2,0,1,1,1,1,1
2595,48,23,79,94024,1,0.2,2,0,0,0,0,0,0
2837,25,1,74,94085,4,2.6,1,204,0,0,0,0,0
2373,34,10,45,93943,3,2.8,1,153,0,0,0,1,1
1236,54,28,60,94110,4,2.6,3,0,0,0,0,0,0
2147,27,3,30,93108,1,1.0,3,80,0,0,0,0,0
4976,38,11,29,95207,4,1.0,2,0,0,0,0,1,0
600,28,4,103,94720,2,2.5,1,0,0,0,0,1,1
1435,65,41,55,93106,2,1.1,1,0,0,0,0,0,0
4997,30,4,15,92037,4,0.4,1,85,0,0,0,1,0
539,31,5,11,94534,1,0.4,2,76,0,0,0,0,1
722,49,24,39,92717,1,1.4,3,0,0,0,0,1,0
4411,39,14,153,91614,2,3.0,1,0,0,0,0,0,0
1873,43,17,98,94402,3,1.1,1,0,0,0,0,0,0
2846,62,36,85,90019,2,1.7,3,98,0,0,0,0,0
2054,58,32,85,92110,2,2.0,1,161,0,1,1,1,1
